"","OBJECTID","Id","gridcode","OBJECTID_1","sampleid","station","location","state","sampdate","custid","method","area","EcoRegion3","US_L3NAME","lat","long","geometry","geometry2","Permanent_","FDate","Resolution","GNIS_ID","GNIS_Name","LengthKM","ReachCode","Enabled","GNIS_Stati","MLocID","Org_ID","Measure","COMID","FAC_QC","Alt_ID","Identifier","Delin_QC","Shape_Length","Shape_Area","Area_km2","rd_km","rdden_km_km2","total_strm_km","xings","xings_km2","canal_km","P_canal","mines","mines_km2","grvl_mn","grvl_mn_km2","Ag_km2","P_AgLand","Urban21_km2","P_Urban21Land","rd_Status","xing_Status","Ag_Status","Urb21L_Status","mines_status","gmines_status","canal_status","GIS.status_2020","WorE","Eco3","GIS.status_2020.yn"
"547",83,112,80,80,131431,"ORHOT-1009","Upper Hot Springs Fork Collawash, Site 1009","OR",2007-08-12,"USFS_504","Surber net",0.744,4,"Cascades",44.89611,-122.14905,"c(-2036316.5361572","2716093.04391874)","125582456",2012-02-23,2,"01157852","Hot Springs Fork",0.74,"17090011000148",1,"yes","ORHOT-1009",NA,43.4607961713,23809232,"moved to nearest fac",NA,80,"ok",15840.0000000037,8720100.00000006,8.72010000000006,0,0,5.91242272864888,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","Ca","Y"
"548",84,113,81,81,131432,"ORHOT-1010","Upper Hot Springs Fork Collawash, Site 1010","OR",2007-08-11,"USFS_504","Surber net",0.744,4,"Cascades",44.88996,-122.14363,"c(-2036091.11287138","2715318.12829196)","125582456",2012-02-23,2,"01157852","Hot Springs Fork",0.74,"17090011000148",1,"yes","30624-ORDEQ","OregonDEQ",65.6829867406,23809232,"moved to nearest fac","30624",81,"ok",13319.9999999963,6696900,6.6969,0,0,5.07071720799184,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","Ca","Y"
"549",85,114,82,82,131433,"ORHOT-1011","Upper Hot Springs Fork Collawash, Site 1011","OR",2007-08-09,"USFS_504","Surber net",0.744,4,"Cascades",44.91433,-122.17271,"c(-2037560.75170172","2718551.75124479)","125582610",2012-02-23,2,"01157852","Hot Springs Fork",0.108,"17090011000145",1,"yes","ORHOT-1011",NA,44.0488697919,23809226,"moved to nearest fac; updated COMID from 23809224",NA,82,"ok",30660.0000000112,27187199.999999,27.187199999999,13.0115109015214,0.478589590010074,21.3797887348089,2,0.0735640301318295,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","Ca","Y"
"550",86,115,83,83,131439,"ORGRY-1005","Grayback Creek, Site 1005","OR",2007-07-30,"USFS_504","Surber net",0.744,78,"Klamath Mountains",42.14633,-123.43532,"c(-2221120.50553625","2450135.03369763)","139851766",2012-02-20,2,"01143008","Grayback Creek",0.37,"17100311010044",1,"yes","ORGRY-1005",NA,56.6237964761,23945337,"moved to nearest fac",NA,83,"ok",47219.9999999963,54236699.9999987,54.2366999999987,105.598351919645,1.94699072619919,41.7279684121317,22,0.4056293985438,0,0,0,0,0,0,0,0,1.67365661749975,3.08583785056943,0,0,1,0,1,1,1,"NO","W","KlMt","N"
"551",87,116,84,84,131442,"ORGRY-1012","Grayback Creek, Site 1012","OR",2007-07-28,"USFS_504","Surber net",0.744,78,"Klamath Mountains",42.12036,-123.35625,"c(-2215721.8068347","2445504.50411439)","139853332",2012-02-20,2,"01143008","Grayback Creek",0.688,"17100311010779",1,"yes","ORGRY-1012",NA,24.9435190373,23945353,"on fac",NA,84,"ok",17819.9999999963,12948300.0000001,12.9483000000001,11.6247784150348,0.897784142708673,8.91667733359652,4,0.308920862198124,0,0,0,0,0,0,0,0,0.298904476341129,2.30844571365451,1,0,1,0,1,1,1,"NO","W","KlMt","N"
"552",88,117,85,85,131464,"OREKV-1017","West Fork Cow Creek/Elk Valley Creek, Site 1017","OR",2007-07-17,"USFS_504","Surber net",0.744,1,"Coast Range",42.84326,-123.71541,"c(-2220751.8218164","2531334.88846902)","160883844",2012-02-25,2,"01120468","Elk Valley Creek",0.089,"17100302000133",1,"yes","OREKV-1017",NA,60.6960947414,23901167,"moved to nearest fac",NA,85,"ok",28260.0000000037,28400400.0000002,28.4004000000002,87.4864289900544,3.08046467620364,15.9919871655578,13,0.457740031830534,0,0,1,0.0352107716792719,0,0,0,0,0.742820854533594,2.6155295507584,0,0,1,0,0,1,1,"NO","W","CoRa","N"
"553",89,118,86,86,131466,"OREKV-1026","West Fork Cow Creek/Elk Valley Creek, Site 1026","OR",2007-07-16,"USFS_504","Surber net",0.744,1,"Coast Range",42.85074,-123.7109,"c(-2220160.48011872","2532030.01526973)","e10b2b79-e8d8-4308-923f-b9542a1f82ea",2012-02-25,2,"01120468","Elk Valley Creek",0.012,"17100302065048",1,"yes","OREKV-1026",NA,93.9832453964,23901167,"moved to nearest fac",NA,86,"ok",27600.0000000075,26607599.9999998,26.6075999999998,79.6416485633311,2.99319174083088,15.024985644592,13,0.488582209594255,0,0,1,0.0375832468918658,0,0,0,0,0.66591016820442,2.50270662594306,0,0,1,0,0,1,1,"NO","W","CoRa","N"
"554",90,119,87,87,131478,"ORHTR-1002","Lower Hunter Creek- Site 1002","OR",2007-07-12,"USFS_504","Surber net",0.744,78,"Klamath Mountains",42.39245,-124.26484,"c(-2278249.96329739","2496121.41545274)","146309954",2012-02-20,2,"01143931","Hunter Creek",0.262,"17100312001006",1,"yes","ORHTR-1002",NA,82.6954845377,23949943,"moved to nearest fac",NA,87,"ok",20999.9999999851,12735899.9999998,12.7358999999998,26.308707505015,2.06571247458094,7.23976335055026,4,0.314072817782808,0,0,0,0,0,0,0,0,0.541367282072454,4.25071869339789,0,0,1,0,1,1,1,"NO","W","KlMt","N"
"555",91,120,88,88,131480,"ORHTR-1006","Lower Hunter Creek- Site 1006","OR",2007-07-17,"USFS_504","Surber net",0.744,78,"Klamath Mountains",42.38039,-124.29326,"c(-2280868.21490585","2495513.97269115)","146308766",2012-02-20,2,"01143931","Hunter Creek",0.251,"17100312000200",1,"yes","ORHTR-1006",NA,1.72048818114,23949941,"moved to nearest fac; uncertain if above or below trib",NA,88,"ok",28859.9999999851,20362499.9999999,20.3624999999999,40.84805337192,2.00604313674255,13.3847469745392,7,0.343769183548191,0,0,0,0,0,0,0,0,1.01623960325107,4.99074083855654,0,0,1,0,1,1,1,"NO","W","KlMt","N"
"556",92,121,89,89,131481,"ORHTR-1009","Lower Hunter Creek- Site 1009","OR",2007-07-17,"USFS_504","Surber net",0.744,78,"Klamath Mountains",42.38431,-124.27788,"c(-2279536.67204234","2495563.97035237)","146308773",2012-02-20,2,"01143931","Hunter Creek",0.371,"17100312000200",1,"yes","ORHTR-1009",NA,37.2873141561,23949943,"moved to nearest fac",NA,89,"ok",24839.9999999814,15408900.0000005,15.4089000000005,33.2385410391899,2.15710018490541,9.21200323385465,7,0.454282914419577,0,0,0,0,0,0,0,0,0.768503994487674,4.98740334798496,0,0,1,0,1,1,1,"NO","W","KlMt","N"
"557",93,122,90,90,131482,"ORHTR-1010","Lower Hunter Creek- Site 1010","OR",2007-07-15,"USFS_504","Surber net",0.744,78,"Klamath Mountains",42.4016,-124.2572,"c(-2277352.68278178","2496916.42792107)","146308782",2012-02-20,2,"01143931","Hunter Creek",0.875,"17100312000201",1,"yes","ORHTR-1010",NA,14.1147147768,23949945,"moved to nearest fac",NA,90,"ok",15119.9999999851,4442399.99999978,4.44239999999978,12.3358937777241,2.77685345257624,3.27781756537395,2,0.450207095263844,0,0,0,0,0,0,0,0,0.235197473225836,5.29437856171996,0,0,1,0,1,1,1,"NO","W","KlMt","N"
"558",94,123,91,91,131483,"ORHTR-1011","Lower Hunter Creek- Site 1011","OR",2007-08-09,"USFS_504","Surber net",0.744,78,"Klamath Mountains",42.37784,-124.29915,"c(-2281412.57455116","2495382.78444488)","146309862",2012-02-20,2,"01143931","Hunter Creek",0.143,"17100312000850",1,"yes","ORHTR-1011",NA,86.2259920042,23949941,"on fac",NA,91,"ok",32279.9999999963,22979699.9999991,22.9796999999991,44.697714725357,1.94509565944546,14.0835096565569,7,0.304616683420596,0,0,0,0,0,0,0,0,1.14042713950014,4.96275904167672,0,0,1,0,1,1,1,"NO","W","KlMt","N"
"559",95,124,92,92,131494,"ORPDS-1003","Paradise Creek- Site 1003","OR",2007-07-27,"USFS_504","Surber net",0.744,1,"Coast Range",43.6845,-123.58591,"c(-2183783.414133","2618320.64374418)","164891809",2012-02-25,2,"01123247","Little Paradise Creek",0.242,"17100303000316",1,"yes","ORPDS-1003",NA,66.0028134038,24527252,"moved to nearest fac",NA,92,"ok",14220,7681500.00000011,7.68150000000011,20.2938019171931,2.64190612734398,4.57189275181659,1,0.130182906984311,0,0,0,0,0,0,0,0,0.224519112906122,2.92285507916577,0,0,1,0,1,1,1,"NO","W","CoRa","N"
"560",96,126,94,94,131537,"ORCVT-1008","Upper Cavitt Creek- Site 1008","OR",2007-07-15,"USFS_504","Surber net",0.744,4,"Cascades",43.14666,-122.8971,"c(-2147505.96443563","2545031.72572165)","121515841",2012-02-25,2,"01139479","Cavitt Creek",0.132,"17100301000924",1,"yes","ORCVT-1008",NA,6.21549648216,23895920,"on fac; updated COMID from 23894044",NA,94,"ok",12599.9999999963,5740199.99999961,5.74019999999961,16.9624672885016,2.95503071121263,2.15572093321851,1,0.174209957841202,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","W","Ca","N"
"561",97,127,95,95,134511,"PIBO:2099","Luce Creek","OR",2007-06-19,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.251611,-119.146572,"c(-1824768.03995021","2585699.5782504)","148029859",2012-02-26,2,"01158342","Luce Creek",1.707,"17120002000773",1,"yes","PIBO:2099",NA,42.5842095817,24008636,"on fac",NA,95,"ok",9659.99999999627,3080699.99999961,3.08069999999961,12.2282128566216,3.9692968664989,1.47215531946111,4,1.29840620638183,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"562",98,128,96,96,134512,"PIBO:0917","Grande Ronde Creek","OR",2007-08-09,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.991601,-118.26958,"c(-1737789.58668666","2649335.18727352)","109336689",2015-08-27,2,"01505215","Grande Ronde River",1.54429527,"17060104000268",1,"yes","PIBO:0917",NA,92.7684735196,23428892,"moved to nearest fac; station called ""creek"" instead of ""river""",NA,96,"ok",17399.9999999888,9961200.00000011,9.96120000000011,7.74325531456936,0.777341616930618,10.7094966015806,0,0,0,0,0,0,0,0,0,0,0.172986984537835,1.73660788396813,1,1,1,0,1,1,1,"NO","E","BM","N"
"563",99,129,97,97,134513,"PIBO:0850","Meadow Creek","OR",2007-06-26,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.999069,-117.17082,"c(-1653326.01351774","2630540.61316622)","127029928",2012-02-19,2,"01146055","Meadow Creek",0.827,"17050201000541",1,"yes","PIBO:0850",NA,63.7269024338,24193924,"on fac",NA,97,"ok",10439.9999999963,2682899.99999916,2.68289999999916,7.7086867123947,2.87326650728581,2.19301732873604,4,1.49092400014956,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,"Trash","E","BM","N"
"564",100,130,98,98,134521,"PIBO:0970","Camp Creek","OR",2007-06-13,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.054449,-119.01245,"c(-1819673.26393724","2561792.6631672)","148029561",2012-02-26,2,"01139223","Camp Creek",0.5,"17120002000201",1,"yes","PIBO:0970",NA,1.28718124688,24007370,"on fac",NA,98,"ok",68999.9999999814,97391699.9999982,97.3916999999982,302.078529806893,3.10168658937978,43.2691116789144,40,0.410712617194286,0,0,0,0,0,0,0,0,1.07846554074321,1.10734851198124,0,0,1,1,1,1,1,"NO","E","BM","N"
"565",101,131,99,99,134522,"PIBO:0855","Duck Creek","OR",2007-06-30,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.078085,-116.95136,"c(-1634544.80543533","2635321.20325335)","160611197",2012-02-19,2,"01141371","Duck Creek",0.418,"17050201000446",1,"yes","PIBO:0855",NA,7.36261,24193712,"moved to nearest fac",NA,99,"ok",21719.9999999888,15447600.0000005,15.4476000000005,33.6338556023429,2.17728680198491,4.76660203518567,9,0.582614775110682,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"566",102,132,100,100,134579,"PIBO:0900","West Fork Wallowa Creek","OR",2007-08-26,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.219636,-117.23614,"c(-1652904.37206232","2655606.51840795)","142130475",2012-02-22,2,"01152122","West Fork Wallowa River",0.332,"17060105004063",1,"yes","PIBO:0900",NA,27.7663699066,23437457,"moved to nearest fac",NA,100,"ok",40019.9999999814,50563800.0000012,50.5638000000012,0,0,26.4061979278658,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","BM","Y"
"567",103,133,101,101,134601,"PIBO:0901","East Fork Lostine Creek","OR",2007-08-10,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.229408,-117.35795,"c(-1661983.49049599","2658790.61611492)","161244113",2012-02-22,2,"01141627","East Lostine River",0.54,"17060105000184",1,"yes","PIBO:0901",NA,45.2214988815,23437329,"moved to nearest fac",NA,101,"ok",24119.9999999814,12866400.0000006,12.8664000000006,0,0,9.74276343222814,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","BM","Y"
"568",104,134,102,102,134605,"PIBO:2269","Big Sheep Creek","OR",2007-08-13,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.179158,-117.112083,"c(-1644400.28162056","2649063.47760798)","162717618",2012-02-22,2,"01639293","Big Sheep Creek",0.408,"17060102002476",1,"yes","PIBO:2269",NA,83.81458,24223999,"moved to nearest fac",NA,102,"ok",23099.9999999963,18615599.9999977,18.6155999999977,0,0,7.81330051437783,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","BM","Y"
"569",105,135,103,103,134645,"PIBO:1076","Paulina Creek","OR",2007-06-12,"USFS_502","Surber net",0.744,9,"Eastern Cascades Slopes and Foothills",43.725014,-121.42573,"c(-2015862.41302735","2574934.02455684)","148761485",2013-03-14,2,"01147499","Paulina Creek",14.80400306,"17070302000118",1,"yes","PIBO:1076",NA,9.35218529753,23706414,"moved to nearest fac",NA,103,"probably ok",66419.9999999888,60225300.0000017,60.2253000000017,61.252108110586,1.01704944783312,18.5517421758835,3,0.0498129523638723,0,0,2,0.0332086349092482,0,0,0,0,0,0,1,1,1,1,0,1,1,"NO","E","EC","N"
"570",106,136,104,104,134646,"PIBO:2245","Nicoll Creek","OR",2007-06-15,"USFS_502","Surber net",0.744,11,"Blue Mountains",43.688167,-119.719639,"c(-1884536.88004598","2535947.17051909)","165178013",2012-02-26,2,"01146830","Nicoll Creek",2.135,"17120004000216",1,"yes","PIBO:2245",NA,29.7609173627,24018013,"moved to nearest fac",NA,104,"ok",55979.9999999776,65181599.9999982,65.1815999999982,122.594890619603,1.88082051713377,41.0974310215734,13,0.199442787535138,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"571",107,137,105,105,134647,"PIBO:2122","Dobson Creek","OR",2007-06-13,"USFS_502","Surber net",0.744,11,"Blue Mountains",43.9735,-119.602917,"c(-1867630.89666654","2564490.99431325)","162218597",2012-02-22,2,"01141094","Dobson Creek",1.723,"17070303000531",1,"yes","PIBO:2122",NA,24.2061133576,23709557,"on fac",NA,105,"ok",12239.9999999925,4899600.00000028,4.89960000000028,10.4719496443376,2.13730705452221,2.35492795191558,1,0.204098293738253,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"572",108,138,106,106,134649,"PIBO:0992","Rough Creek","OR",2007-06-17,"USFS_502","Surber net",0.744,11,"Blue Mountains",43.701427,-119.67666,"c(-1880828.37313644","2536529.51423339)","165177794",2012-02-26,2,"01148752","Rough Creek",1.027,"17120004005340",1,"yes","PIBO:0992",NA,47.3825733644,24018007,"moved to nearest fac",NA,106,"ok",47099.9999999925,33748200.0000001,33.7482000000001,70.5931034432874,2.09175906991446,17.4191376181055,11,0.325943309569102,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"573",109,139,107,107,134650,"PIBO:2202","Warm Springs","OR",2007-06-18,"USFS_502","Surber net",0.744,11,"Blue Mountains",43.964944,-119.650381,"c(-1871543.83130297","2564499.89839635)","162218717",2012-02-22,2,"01151894","Warm Springs Creek",0.775,"17070303000214",1,"yes","PIBO:2202",NA,75.9049714213,23708867,"moved to nearest fac",NA,107,"ok",11940.0000000075,3788999.99999989,3.78899999999989,10.2554524233891,2.70663827484545,2.50040798317894,4,1.05568751649515,0,0,1,0.263921879123787,0,0,0,0,0,0,0,0,1,1,0,1,1,"NO","E","BM","N"
"574",110,140,108,108,134652,"PIBO:2218","Bear Creek","OR",2007-06-18,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.212444,-118.691583,"c(-1790622.71319918","2572805.46314642)","148029442",2012-02-26,2,"01137671","Bear Creek",1.385,"17120002000153",1,"yes","PIBO:2218",NA,42.0330768516,24007264,"moved to nearest fac",NA,108,"ok",28439.9999999963,17126999.9999978,17.1269999999978,27.6968530497867,1.61714562093713,8.39402398084019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"NO","E","BM","N"
"575",111,141,109,109,134653,"PIBO:0973","Antelope Creek","OR",2007-06-16,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.129237,-118.87509,"c(-1807035.14547428","2567268.42017908)","148030783",2012-02-26,2,"01137238","Antelope Creek",1.225,"17120002004215",1,"yes","PIBO:0973",NA,27.2400950492,24007238,"moved to nearest fac; updated COMID from 24007236",NA,109,"ok",41280,34622100.0000018,34.6221000000018,107.584581704553,3.10739619215898,21.9171814757788,29,0.837615280413334,0,0,0,0,0,0,0,0,0.0231279294364057,0.0668010589663957,0,0,1,1,1,1,1,"NO","E","BM","N"
"576",112,142,110,110,134654,"PIBO:0977","Bridge Creek","OR",2007-06-12,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.049011,-118.90426,"c(-1811429.73492395","2559137.00133958)","148031462",2012-02-26,2,"01138612","Bridge Creek",6.633,"17120002006497",1,"yes","PIBO:0977",NA,55.5936284322,24007200,"moved to nearest fac",NA,110,"ok",33959.9999999888,27171900.0000012,27.1719000000012,59.8178176639821,2.20145877410043,9.06091930588375,6,0.220816358075796,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"577",113,143,111,111,134655,"PIBO:2263","Lookout Creek","OR",2007-07-02,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.10475,-118.497819,"c(-1752315.15820128","2665768.21378147)","160032765",2012-02-22,2,"01145463","Lookout Creek",0.884,"17060104009530",1,"yes","PIBO:2263",NA,22.7973467579,23430670,"moved to nearest fac",NA,111,"ok",28139.9999999925,17661600.0000007,17.6616000000007,38.5529513626787,2.18286856019144,11.5199456045153,3,0.169860035330881,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"578",114,144,112,112,134656,"PIBO:2154","Chicken Creek","OR",2007-07-01,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.0603,-118.397028,"c(-1745765.68872594","2659105.1770208)","160032269",2012-02-22,2,"01139630","Chicken Creek",1.282,"17060104000251",1,"yes","PIBO:2154",NA,17.0587588168,23428858,"moved to nearest fac",NA,112,"ok",30839.9999999888,25144200.0000007,25.1442000000007,67.7009266271856,2.6925066865195,19.8427731684148,15,0.596559047414497,0,0,0,0,0,0,0,0,0.693264551780695,2.75715493744353,0,0,1,0,1,1,1,"NO","E","BM","N"
"579",115,145,113,113,134657,"PIBO:0912","Limber Jim Creek","OR",2007-06-30,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.090312,-118.33692,"c(-1740389.58667406","2661249.71579024)","109332295",2012-02-22,2,"01123085","Limber Jim Creek",0.832,"17060104000271",1,"yes","PIBO:0912",NA,53.2973273962,23428898,"on fac",NA,113,"ok",44340,47287799.9999987,47.2877999999987,134.131440407886,2.83649145039291,37.711794245401,29,0.613266000955866,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"580",116,146,114,114,134658,"PIBO:0852","East Pine Creek","OR",2007-06-28,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.944808,-117.10835,"c(-1649858.29514068","2623565.26476579)","127030899",2012-02-19,2,"01141635","East Pine Creek",0.468,"17050201000089",1,"yes","PIBO:0852",NA,83.6222367865,24192716,"moved to nearest fac",NA,114,"ok",42840.0000000149,46691999.9999999,46.6919999999999,144.56261043916,3.09608948940205,37.7046050998264,28,0.59967446243468,0,0,0,0,0,0,0,0,0.139486235827929,0.298736905311251,0,0,1,1,1,1,1,"NO","E","BM","N"
"581",117,147,115,115,134730,"PIBO:2217","Hurricane Creek","OR",2007-07-16,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.299056,-117.307694,"c(-1656416.51756549","2665464.23294802)","161245196",2015-08-28,2,"01143958","Hurricane Creek",0.07461817,"17060105000213",1,"yes","PIBO:2217",NA,2.51733867454,23437389,"on fac; uncertain if above or below trib; updated COMID from 23437387",NA,115,"ok",44460,51851699.9999992,51.8516999999992,0,0,35.9066369208625,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","BM","Y"
"582",118,148,116,116,134731,"PIBO:2123","Trout Creek","OR",2007-07-11,"USFS_502","Surber net",0.744,11,"Blue Mountains",43.810111,-118.916083,"c(-1818709.58992335","2533488.45218827)","148028120",2012-02-26,2,"01151441","Trout Creek",0.716,"17120002004982",1,"yes","PIBO:2123",NA,49.5986115628,24007126,"moved to nearest fac",NA,116,"ok",19919.9999999963,13302899.9999975,13.3028999999975,31.6483600343013,2.37905720063349,5.9077870292556,3,0.225514737388131,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"583",119,149,117,117,134732,"PIBO:2266","Shirtail Creek","OR",2007-07-10,"USFS_502","Surber net",0.744,11,"Blue Mountains",44.109611,-119.05725,"c(-1821668.3846727","2568621.64998727)","148026178",2012-02-26,2,"01149406","Shirttail Creek",0.312,"17120002002461",1,"yes","PIBO:2266",NA,55.3195812715,24007368,"moved to nearest fac",NA,117,"ok",17520.0000000037,6717599.99999944,6.71759999999944,12.8723265467965,1.91620914415827,4.07618991390524,7,1.04203882338939,0,0,0,0,0,0,0,0,0.0241470666397877,0.359459727280423,0,0,1,1,1,1,1,"NO","E","BM","N"
"584",120,150,118,118,134734,"PIBO:2291","Bear Creek","OR",2007-07-14,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.434,-117.546583,"c(-1671297.26066489","2684269.97039201)","161233893",2012-02-22,2,"01137697","Bear Creek",0.567,"17060105002184",1,"yes","PIBO:2291",NA,49.43573,23437223,"on fac",NA,118,"ok",62519.9999999702,94160700.0000011,94.1607000000011,6.36951088820414,0.0676451097772645,53.402014277579,1,0.0106201419488172,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","BM","Y"
"585",121,154,119,119,134736,"PIBO:2153","McCoy Creek","OR",2007-07-14,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.322833,-118.502639,"c(-1746993.68633173","2689435.71001419)","109321123",2012-02-22,2,"01145948","McCoy Creek",0.511,"17060104000165",1,"yes","PIBO:2153",NA,48.6353059582,23428686,"on fac",NA,119,"ok",53639.9999999814,62694900.000001,62.694900000001,169.411396731025,2.70215594459872,54.1045606335641,26,0.414706778382286,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"586",122,155,120,120,134737,"PIBO:2170","Sheep Creek","OR",2007-07-16,"USFS_502","Surber net",0.744,11,"Blue Mountains",45.057167,-118.457556,"c(-1750477.20457759","2659879.65664331)","160032225",2012-02-22,2,"01149328","Sheep Creek",0.441,"17060104000246",1,"yes","PIBO:2170",NA,6.12887572261,23428848,"on fac; updated COMID from 23428846",NA,120,"ok",51480.0000000186,46242900.0000006,46.2429000000006,183.137246499092,3.96033221314168,29.8576853121969,25,0.540623533558658,0,0,0,0,0,0,0,0,0.000657259933197168,0.00142132075020632,0,0,1,1,1,1,1,"NO","E","BM","N"
"587",123,156,121,121,140051,"OREKK-1007","Elk Creek","OR",2008-06-15,"USFS_504","Surber net",0.744,1,"Coast Range",43.12633,-123.96821,"c(-2231249.71211653","2567531.57282541)","165997056",2012-02-25,2,"01120445","Elk Creek",0.082,"17100305003246",1,"yes","OREKK-1007",NA,57.9955951984,23914935,"moved to nearest fac",NA,121,"ok",14339.9999999888,5896799.99999939,5.89679999999939,17.6890043803259,2.99976332592724,4.97958142290887,2,0.339167005833708,0,0,0,0,0,0,0,0,0.133469729561662,2.26342642724318,0,0,1,0,1,1,1,"NO","W","CoRa","N"
"588",124,157,122,122,140134,"ORCLR-1005","Fish Creek Headwaters","OR",2008-07-15,"USFS_504","Surber net",0.744,4,"Cascades",43.10506,-122.39822,"c(-2109988.58718211","2529391.97273571)","167118423",2012-02-25,2,"01158235","Fish Creek",2.197,"17100301000201",1,"yes","ORCLR-1005",NA,76.92184,23894328,"moved to nearest fac",NA,122,"ok",12720.0000000075,6354899.99999944,6.35489999999944,3.89491591924788,0.612899639529847,2.04450032119579,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","Ca","Y"
"589",125,158,123,123,140165,"ORALS-1024","Alsea River/Eckman Creek","OR",2008-06-16,"USFS_504","Surber net",0.744,1,"Coast Range",44.36263,-124.01111,"c(-2194503.46612751","2700522.11038881)","162120266",2012-02-24,2,"01141670","Eckman Creek",0.297,"17100205004918",1,"yes","ORALS-1024",NA,83.1970287426,23886256,"moved to nearest fac",NA,123,"ok",4739.99999999627,737099.999998547,0.737099999998547,3.72938096421659,5.05953190099572,0.209652476122631,1,1.35666802333736,0,0,0,0,0,0,0,0,0.0470671598779961,6.38545107557847,2,2,1,0,1,1,1,"Trash","W","CoRa","N"
"590",126,159,124,124,140170,"ORSTZ-1001","Lower North Fork of Siletz River","OR",2008-06-20,"USFS_504","Surber net",0.744,1,"Coast Range",44.91555,-123.69713,"c(-2152915.85312617","2752292.39567288)","159214566",2012-02-24,2,"01146996","North Fork Siletz River",0.041,"17100204000162",1,"yes","ORSTZ-1001",NA,22.2461573185,23880970,"moved to nearest fac; updated COMID from 23880968",NA,124,"ok",63900.0000000075,92210400.0000045,92.2104000000045,299.518881798409,3.2482115010714,91.2176591336071,53,0.574772476857246,0,0,0,0,0,0,0,0,6.34659822140462,6.88273581006515,0,0,1,0,1,1,1,"NO","W","CoRa","N"
"591",127,160,125,125,140176,"ORALS-1022","Alsea River/Eckman creek","OR",2008-06-15,"USFS_504","Surber net",0.744,1,"Coast Range",44.35746,-124.0172,"c(-2195134.07920036","2700111.48804195)","86565515",2012-02-24,2,"01141670","Eckman Creek",0.339,"17100205004932",1,"yes","ORALS-1022",NA,68.3733356825,23886256,"moved to nearest fac",NA,125,"ok",7560.00000000373,2041199.99999922,2.04119999999922,6.6739469224665,3.26961930358076,1.06176593229451,1,0.489907897315492,0,0,0,0,0,0,0,0,0.149348626483671,7.3167071567572,0,0,1,0,1,1,1,"NO","W","CoRa","N"
